GEF ID,Project title,Task Manager,Timeline,PIR Year,Core Indicators,Core Indicators Value,Sub-core indicator,Sub core-indicator value,Unit_of Measure,Notes
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Baseline,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.2: Emissions avoided Outside AFOLU (metric tons of CO?e),0,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),688046,,,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 2.2: Marine protected areas under improved management effectiveness,688046,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Expected Results,,Indicator 3: Area of land restored (Hectares),100,,,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),100,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),100,,,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),100,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),1052769.6,,,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),,Indicator 6.2: Emissions avoided Outside AFOLU (metric tons of CO?e),1052769.6,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,105,,,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,53,,
9791,Meeting the Challenge of 2020 in The Bahamas ,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,52,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),0,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.3: Area of natural grass and shrublands restored (Hectares),0,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Expected Results,,Indicator 3: Area of land restored (Hectares),5600,,,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),4800,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),500,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.3: Area of natural grass and shrublands restored (Hectares),300,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),296500,,,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),3500,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),293000,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Expected Results,,Indicator 6: Greenhouse gas emission mitigated (metric tons of CO?e),1013805,,,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,15000,,,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,7000,,
9793,Conservation and improvement of ecosystem services for the Atsinanana region through agroecology  and the promotion of sustainable energy production ,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,8000,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),0,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),3600000,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),3600000,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),180000,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),179000,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),1000,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,3600,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,1700,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,1900,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),0,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),0,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,0,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,0,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,0,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),3600000,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),3600000,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 3: Area of land restored (Hectares),0,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),180000,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),179000,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),1000,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,3600,,,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,1700,,
9802,Promoting the effective management of Salonga National Park through creation of community forests and improving the well-being of local communities,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,1900,,
9825,Large-scale Assessment of Land Degradation to Guide Future Investment in SLM in the Great Green Wall Countries,Adamou Bouhari,Expected Results,,Indicator 3: Area of land restored (Hectares),4000,,,,
9825,Large-scale Assessment of Land Degradation to Guide Future Investment in SLM in the Great Green Wall Countries,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,10000,,,,
9825,Large-scale Assessment of Land Degradation to Guide Future Investment in SLM in the Great Green Wall Countries,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,5000,,
9825,Large-scale Assessment of Land Degradation to Guide Future Investment in SLM in the Great Green Wall Countries,Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,5000,,
9858,Supply Change: Promoting Reduction of Deforestation Impacts of Commodity Supply Chains,Ersin Esen,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,,
9858,Supply Change: Promoting Reduction of Deforestation Impacts of Commodity Supply Chains,Ersin Esen,Expected Results,,Indicator 3: Area of land restored (Hectares),2000000,,,,
9858,Supply Change: Promoting Reduction of Deforestation Impacts of Commodity Supply Chains,Ersin Esen,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),2000000,,
9858,Supply Change: Promoting Reduction of Deforestation Impacts of Commodity Supply Chains,Ersin Esen,PIR Year,2020,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,,
9926,"Effective National Implementation of Access and Benefit Sharing (ABS) in accordance with the Nagoya Protocol and Valorization of Botanical Plants (Medicinal, Cosmetic and Neutraceutical) in the Democratic Republic of Congo (DRC)",Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,4100,,,,
9926,"Effective National Implementation of Access and Benefit Sharing (ABS) in accordance with the Nagoya Protocol and Valorization of Botanical Plants (Medicinal, Cosmetic and Neutraceutical) in the Democratic Republic of Congo (DRC)",Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,2050,Persons,
9926,"Effective National Implementation of Access and Benefit Sharing (ABS) in accordance with the Nagoya Protocol and Valorization of Botanical Plants (Medicinal, Cosmetic and Neutraceutical) in the Democratic Republic of Congo (DRC)",Adamou Bouhari,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,2050,Persons,
9978,Strengthening Resilience of Agricultural Lands and Forests in Dominica in the Aftermath of Hurricane Maria,Christopher Cox,Expected Results,,Indicator 3: Area of land restored (Hectares),500,,,ha,
9978,Strengthening Resilience of Agricultural Lands and Forests in Dominica in the Aftermath of Hurricane Maria,Christopher Cox,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),500,ha,
9978,Strengthening Resilience of Agricultural Lands and Forests in Dominica in the Aftermath of Hurricane Maria,Christopher Cox,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),250,,,ha,
9978,Strengthening Resilience of Agricultural Lands and Forests in Dominica in the Aftermath of Hurricane Maria,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,2000,,,Persons,
9978,Strengthening Resilience of Agricultural Lands and Forests in Dominica in the Aftermath of Hurricane Maria,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,1000,Persons,
9978,Strengthening Resilience of Agricultural Lands and Forests in Dominica in the Aftermath of Hurricane Maria,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,1000,Persons,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),0,,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Baseline,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.2: Terrestrial protected areas under improved management effectiveness (METT Score),0,,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Baseline,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 2.2: Marine protected areas under improved management effectiveness,0,,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),4107,,,,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.1: Terrestrial protected areas under improved management effectiveness (Hectares),4107,,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 1.2.2: Terrestrial protected areas under improved management effectiveness (METT Score),70,,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),6932,,,,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),,Indicator 2.2: Marine protected areas under improved management effectiveness,6932,,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,25,,,,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,15,,
9979,Advancing Conservation in the Eastern Caribbean,Christopher Cox,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,10,,
10050,Upscaling of Global Forest Watch in Caucasus Region,Ersin Esen,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
10050,Upscaling of Global Forest Watch in Caucasus Region,Ersin Esen,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),1700000,,,,
10050,Upscaling of Global Forest Watch in Caucasus Region,Ersin Esen,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),1700000,,
10050,Upscaling of Global Forest Watch in Caucasus Region,Ersin Esen,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,10250,,,,
10050,Upscaling of Global Forest Watch in Caucasus Region,Ersin Esen,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,1050,,
10050,Upscaling of Global Forest Watch in Caucasus Region,Ersin Esen,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,9200,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Baseline,,Indicator 3: Area of land restored (Hectares),0,,,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),0,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),0,,,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.4: Area of High Conservation Value Forest (HCVF) loss avoided (Hectares),0,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,0,,,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,0,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,0,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Expected Results,,Indicator 3: Area of land restored (Hectares),5000,,,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),5000,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),100000,,,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),20000,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.4: Area of High Conservation Value Forest (HCVF) loss avoided (Hectares),80000,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,1000,,,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,500,,
10192,Ecosystem conservation and community livelihood enhancement in North Western Zambia,Victoria Luque,Expected Results,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,500,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Baseline,,Indicator 3: Area of land restored (Hectares),0,,,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),0,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Baseline,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),0,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),0,,,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.1: Area of landscapes under improved management to benefit biodiversity (Hectares),0,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.3: Area of landscapes under sustainable land management in production systems (Hectares),0,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Baseline,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),,Indicator 4.4: Area of High Conservation Value Forest (HCVF) loss avoided (Hectares),0,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,0,,,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Female,0,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Baseline,,Indicator 11: Number of direct beneficiaries disaggregated by gender as co-benefit of GEF investment,,Male,0,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Expected Results,,Indicator 1: Terrestrial protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Expected Results,, Indicator 2: Marine protected areas created or under improved management for conservation and sustainable use (Hectares),0,,,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Expected Results,,Indicator 3: Area of land restored (Hectares),150000,,,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.1: Area of degraded agricultural land restored (Hectares),130000,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Expected Results,,Indicator 3: Area of land restored (Hectares),,Indicator 3.2: Area of forest and forest land restored (Hecatres),20000,,
10204,Transforming Agricultural Systems and Strengthening Local Economies in High Biodiversity Areas of India through Sustainable Landscape Management and Public-private Finance,Max Zieren,Expected Results,,Indicator 4: Area of landscapes under improved practices (hectares; excluding protected areas),1850000,,,,
