Process,Ecosystem Service,RAG,Justification
Recuperación y separación de dióxido de carbono,Filtración,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Recuperación y separación de dióxido de carbono,Biorremediación,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Recuperación y separación de dióxido de carbono,Dilución por la atmósfera y los ecosistemas,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Recuperación y separación de dióxido de carbono,Ventilación,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Recuperación y separación de dióxido de carbono,Regulación climática,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Recuperación y separación de dióxido de carbono,Estabilización de masa y control de la erosión,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones"
Abastecimiento de restaurantes,Protección contra inundaciones y tormentas,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos de protección"
Abastecimiento de restaurantes,Regulación climática,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos de protección"
Abastecimiento de restaurantes,Ventilación,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Abastecimiento de restaurantes,Estabilización de masa y control de la erosión,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones"
Abastecimiento de restaurantes,Agua subterránea,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Peces de agua salada capturados en el medio silvestre ,Control de plagas,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Peces de agua salada capturados en el medio silvestre,Dilución por la atmósfera y los ecosistemas,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Peces de agua salada capturados en el medio silvestre,Estabilización de masa y control de la erosión,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Peces de agua salada capturados en el medio silvestre,Ventilación,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Peces de agua salada de agua salada capturados en el medio silvestre,Calidad del suelo,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Peces de agua salada capturados en el medio silvestre,Amortiguamiento y atenuación de los flujos de masa,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones"
Peces de agua salada capturados en el medio silvestre,Materiales genéticos,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Peces de agua salada capturados en el medio silvestre,Agua superficial,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Peces de agua salada capturados en el medio silvestre,Mantenimiento de hábitats de reproducción,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Peces de agua salada capturados en el medio silvestre,Calidad del agua,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Silvicultura a pequeña escala,Filtración,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Silvicultura a pequeña escala,Biorremediación,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Silvicultura a pequeña escala,Calidad del suelo,H,"El proceso de producción puede llevarse a cabo con cierta perturbación del servicio ecosistémico, pero la gran cantidad de servicios ecosistémicos necesarios para el proceso de producción hace que esto represente un alto riesgo"
Silvicultura a pequeña escala,Polinización,H,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción 
Silvicultura a pequeña escala,Protección contra inundaciones y tormentas,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Silvicultura a pequeña escala,Fibras y otros materiales,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Silvicultura a pequeña escala,Agua subterránea,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Silvicultura a pequeña escala,Agua superficial,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Silvicultura a pequeña escala,Energía de origen animal,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Silvicultura a pequeña escala,Estabilización de masa y control de la erosión,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Silvicultura a pequeña escala,Mantenimiento del flujo de agua,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Silvicultura a pequeña escala,Control de plagas,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Silvicultura a pequeña escala,Control de enfermedades,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Silvicultura a pequeña escala,Regulación climática,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de riego a pequeña escala,Filtración,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de soluciones de mitigación de impactos"
Cultivos herbáceos de riego a pequeña escala,Dilución por la atmósfera y los ecosistemas,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de soluciones de mitigación de impactos"
Cultivos herbáceos de riego a pequeña escala,Ventilación,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Cultivos herbáceos de riego a pequeña escala,Fibras y otros materiales,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico.  A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos"
Cultivos herbáceos de riego a pequeña escala,Amortiguamiento y atenuación de los flujos de masa,H,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción 
Cultivos herbáceos de riego a pequeña escala,Materiales genéticos,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Cultivos herbáceos de riego a pequeña escala,Biorremediación,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Cultivos herbáceos de riego a pequeña escala,Agua subterránea,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de riego a pequeña escala,Agua superficial,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de riego a pequeña escala,Energía de origen animal,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos con riego a pequeña escala,Estabilización de masa y control de la erosión,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de riego a pequeña escala,Mantenimiento del flujo de agua,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de riego a pequeña escala,Protección contra inundaciones y tormentas,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de riego a pequeña escala,Polinización,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de riego a pequeña escala,Control de plagas,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de riego a pequeña escala,Control de enfermedades,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de riego a pequeña escala,Calidad del suelo,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de riego a pequeña escala,Calidad del agua,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de  riego a pequeña escala,Regulación climática,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Filtración,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de soluciones de mitigación de impactos"
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Biorremediación,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de soluciones de mitigación de impactos"
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Control de enfermedades,H,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos de protección"
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Mantenimiento del flujo de agua,H,El servicio ecosistémico es crítico e irremplazable en el proceso de producción
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Dilución por la atmósfera y los ecosistemas,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Mediación de impactos sensoriales,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Amortiguamiento y atenuación de los flujos de masa,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Estabilización de masa y control de la erosión,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Materiales genéticos,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Ventilación,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Polinización,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Calidad del suelo,H,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción 
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Regulación climática,H,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción 
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Control de plagas,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Fibras y otros materiales,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Agua subterránea,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Agua superficial,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Protección contra inundaciones y tormentas,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Ganadería a pequeña escala (carne de vacuno y productos lácteos),Calidad del agua,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de secano a pequeña escala,Filtración,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de soluciones de mitigación de impactos"
Cultivos herbáceos de secano a pequeña escala,Ventilación,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Cultivos herbáceos de secano a pequeña escala,Calidad del agua,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Cultivos herbáceos de secano a pequeña escala,Fibras y otros materiales,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico.  A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos"
Cultivos herbáceos de secano a pequeña escala,Agua superficial,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico. A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos"
Cultivos herbáceos de secano a pequeña escala,Amortiguamiento y atenuación de los flujos de masa,H,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción 
Cultivos herbáceos de secano a pequeña escala,Materiales genéticos,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Cultivos herbáceos de secano a pequeña escala,Biorremediación,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Cultivos herbáceos de secano a pequeña escala,Dilución por la atmósfera y los ecosistemas,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Cultivos herbáceos de secano a pequeña escala,Energía de origen animal,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de secano a pequeña escala,Estabilización de masa y control de la erosión,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de secano a pequeña escala,Mantenimiento del flujo de agua,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de secano a pequeña escala,Protección contra inundaciones y tormentas,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de secano a pequeña escala,Polinización,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de secano a pequeña escala,Control de plagas,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de secano a pequeña escala,Control de enfermedades,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de secano a pequeña escala,Calidad del suelo,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Cultivos herbáceos de secano a pequeña escala,Regulación climática,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Suministro de energía solar,Estabilización de masa y control de la erosión,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos de protección"
Suministro de energía solar,Agua subterránea,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Suministro de energía solar,Agua superficial,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Suministro de energía solar,Protección contra inundaciones y tormentas,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones"
Suministro de energía solar,Regulación climática,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Procesamiento de sólidos,Protección contra inundaciones y tormentas,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos de protección"
Procesamiento de sólidos,Agua subterránea,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico "
Procesamiento de sólidos,Agua superficial,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Procesamiento de sólidos,Filtración,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Procesamiento de sólidos,Dilución por la atmósfera y los ecosistemas,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Procesamiento de sólidos,Mediación de impactos sensoriales,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Procesamiento de sólidos,Mantenimiento del flujo de agua,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Procesamiento de sólidos,Calidad del agua,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Procesamiento de sólidos,Biorremediación,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Procesamiento de sólidos,Ventilación,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Procesamiento de sólidos,Regulación climática,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Procesamiento de sólidos,Estabilización de masa y control de la erosión,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones"
Producción de acero,Agua subterránea,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos"
Producción de acero,Agua superficial,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos"
Producción de acero,Mantenimiento del flujo de agua,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos"
Producción de acero,Regulación climática,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de acero,Estabilización de masa y control de la erosión,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones "
Producción de fertilizantes sintéticos,Protección contra inundaciones y tormentas,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos de protección"
Producción de fertilizantes sintéticos,Agua subterránea,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fertilizantes sintéticos,Agua superficial,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fertilizantes sintéticos,Dilución por la atmósfera y los ecosistemas,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fertilizantes sintéticos,Mediación de impactos sensoriales,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fertilizantes sintéticos,Mantenimiento del flujo de agua,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fertilizantes sintéticos,Calidad del agua,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fertilizantes sintéticos,Materiales genéticos,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fertilizantes sintéticos,Filtración,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fertilizantes sintéticos,Biorremediación,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fertilizantes sintéticos,Estabilización de masa y control de la erosión,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fertilizantes sintéticos,Ventilación,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fertilizantes sintéticos,Regulación climática,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fibras sintéticas,Protección contra inundaciones y tormentas,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos de protección"
Producción de fibras sintéticas,Mantenimiento del flujo de agua,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos"
Producción de fibras sintéticas,Filtración,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fibras sintéticas,Biorremediación,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fibras sintéticas,Dilución por la atmósfera y los ecosistemas,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fibras sintéticas,Calidad del agua,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fibras sintéticas,Estabilización de masa y control de la erosión,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de fibras sintéticas,Fibras y otros materiales,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Producción de fibras sintéticas,Agua subterránea,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Producción de fibras sintéticas,Agua superficial,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Servicios de telecomunicaciones e inalámbricos,Regulación climática,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Servicios de telecomunicaciones e inalámbricos,Protección contra inundaciones y tormentas,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Producción de tabaco,Estabilización de masa y control de la erosión,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico debido a la resistencia del proceso de producción a las perturbaciones"
Producción de tabaco,Mantenimiento del flujo de agua,M,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo con una perturbación limitada (pero no total) del servicio ecosistémico"
Producción de tabaco,Fibras y otros materiales,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Producción de tabaco,Agua subterránea,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Producción de tabaco,Agua superficial,VH,El proceso de producción es extremadamente vulnerable a las perturbaciones. El grado de protección que ofrece el servicio ecosistémico es crítico e irremplazable para el proceso de producción
Producción de llantas y caucho,Protección contra inundaciones y tormentas,M,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos de protección"
Producción de llantas y caucho,Agua subterránea,H,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos"
Producción de llantas y caucho,Agua superficial,H,"A pesar de ser menos práctico, el proceso de producción puede tener lugar sin el servicio ecosistémico debido a la disponibilidad de sustitutos"
Producción de llantas y caucho,Filtración,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de llantas y caucho,Biorremediación,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de llantas y caucho,Dilución por la atmósfera y los ecosistemas,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de llantas y caucho,Mediación de impactos sensoriales,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de llantas y caucho,Calidad del agua,L,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de llantas y caucho,Ventilación,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
Producción de llantas y caucho,Regulación climática,VL,"La mayor parte del tiempo, el proceso de producción puede llevarse a cabo incluso con una perturbación total del servicio ecosistémico"
