Ecosystem service,Asset,Driver,Influence,Justification,Likely Response,Effect on Variability,Human action or natural variation,Timescale,Spatial Characteristics
Calidad del suelo,Especies,Contaminación,A,"La contaminación es perjudicial para la salud de las especies. La deposición atmosférica de nitrógeno reactivo, por ejemplo, tiene el potencial de reducir la abundancia de especies vegetales, al favorecer especies mejor adaptadas a niveles altos de nutrientes. Los impactos de la contaminación sobre las especies varían por ubicación y otros parámetros externos.",Las microbiotas son sensibles a la contaminación por metales. La toxicidad de metales pesados desplaza a los nutrientes intercambiables desde los sitios de unión.,"La lluvia ácida y la contaminación, la acidez en el aire, etc. alteran a los agentes de meteorización en el ambiente (agua, suelo, aire).",Acción humana,Largo plazo,Local-global
Calidad del suelo,Especies,Contaminación ,A,"La contaminación es perjudicial para la salud de las especies. La deposición atmosférica de nitrógeno reactivo, por ejemplo, tiene el potencial de reducir la abundancia de especies vegetales, al favorecer especies mejor adaptadas a niveles altos de nutrientes. Los impactos de contaminación sobre las especies varían por ubicación y otros parámetros externos.",Las microbiotas son sensibles a la contaminación por metales. La toxicidad de metales pesados desplaza a los nutrientes intercambiables desde los sitios de unión.,La contaminación inhibe la descomposición de de la hojarasca. La descomposición es sensible a la contaminación y contaminantes metálicos a nivel microbiano. La contaminación por metales también hace que la materia vegetal sea difícil de descomponer. Puede llevar a la proliferación de algas.,Acción humana,Corto-largo plazo,Local-global
Calidad del suelo ,Agua,Contaminación,R,"La contaminación causa cambios graves en la calidad de agua, que tiene un efecto perjudicial en los ecosistemas acuáticos y aguas subterráneas, y puede ser una amenaza a la salud humana. Mayor industrialización  y agricultura llevará a mayores instancias de incidentes de contaminación de fuente puntual y no puntual si no se implementan las salvaguardias adecuadas.",Las microbiotas son sensibles a la contaminación por metales. La toxicidad de metales pesados desplaza a los nutrientes intercambiables desde los sitios de unión.,"La lluvia ácida y la contaminación, la acidez en el aire, etc. alteran a los agentes de meteorización en el ambiente (agua, suelo, aire).",Acción humana,Largo plazo,Local-global
Calidad del suelo ,Agua,Contaminación,R,"La contaminación causa cambios graves en la calidad del agua, que tiene un efecto perjudicial en los ecosistemas acuáticos y aguas subterráneas, y puede ser una amenaza a la salud humana. Mayor industrialización y agricultura llevará a mayores instancias de incidentes de contaminación de fuente puntual y no puntual si no se implementan las salvaguardias adecuadas.",Las microbiotas son sensibles a la contaminación por metales. La toxicidad de metales pesados desplaza a los nutrientes intercambiables desde los sitios de unión.,La contaminación inhibe la descomposición de la hojarasca. La descomposición es sensible a la contaminación y contaminantes metálicos a nivel microbiano. La contaminación por metales también hace que la materia vegetal sea difícil de descomponer. Puede llevar a la proliferación de algas.,Acción humana,Corto-largo plazo,Local-global
Calidad del suelo,Geomorfología del suelo,Volcanes,A,"Los volcanes pueden tener profundas consecuencias geomorfológicas en los paisajes circundantes. Algunas erupciones volcánicas podrían crear nuevos accidentes geográficos, y algunas pueden ocasionar una serie de eventos que pueden producir cambios importantes al paisaje y topografía.",Desplazan o reducen las poblaciones de biota. También reducen el espesor de capas de agua en el suelo e inhiben las enzimas.,"La perturbación de los factores bióticos y abióticos produce restricciones ambientales que pueden afectar temporal o indefinidamente la sensibilidad de descomposición. Cambia el entorno del suelo, lo que modifica los procesos.",Variación natural,Largo plazo,Local
Calidad del suelo,Minerales,Volcanes,R,"Las erupciones volcánicas pueden aumentar enormemente la deposición de minerales a áreas de gran alcance a través de la emanación de cenizas a la atmósfera y el transporte eólico. Asimismo, la actividad hidrotérmica puede generar la precipitación de depósitos minerales en agua circulante profunda.",Desplazan o reducen las poblaciones de biota. También reducen el espesor de capas de agua en el suelo e inhiben las enzimas.,"La perturbación de los factores bióticos y abióticos produce restricciones ambientales que pueden afectar temporal o indefinidamente la sensibilidad de descomposición. Cambia el entorno del suelo, lo que modifica los procesos.",Variación natural,Largo plazo,Local
Calidad del suelo,Suelos y sedimentos,Volcanes,R,"Los suelos pueden beneficiarse de los volcanes al aumentar la fertilidad provista por la ceniza y la lava, sin embargo, los daños e impactos dependen del espesor de la ceniza. Pequeñas cantidades pueden mejorar los suelos, pero cantidades mayores o ceniza ácida pueden causar mayor daño. Los impactos pueden ser positivos o negativos dependiendo de las condiciones de los suelos y de la actividad volcánica.",Desplazan o reducen las poblaciones de biota. También reducen el espesor de capas de agua en el suelo e inhiben las enzimas.,"La perturbación de factores bióticos y abióticos produce restricciones ambientales que pueden afectar temporal o indefinidamente la sensibilidad de descomposición. Cambia el entorno del suelo, lo que modifica los procesos.",Variación natural,Largo plazo,Local
Calidad del suelo,Especies,Volcanes,A,"Los eventos volcánicos grandes pueden tener impactos negativos amplios en las especies, con destrucción local y variación climática devastadora que impacta negativamente a  las especies en el corto plazo. Los impactos de largo plazo difieren, con estudios que resaltan que la deposición mineral y formación de tierras pueden tener impactos positivos, con impactos positivos desproporcionadamente altos para las especies pioneras. Estos efectos serán altamente variables sobre la base de la magnitud de los eventos individuales. La actividad volcánica es muy difícil de predecir y poco probable de diferir de las tendencias históricas.",Desplazan o reducen las poblaciones de biota. También reducen el espesor de capas de agua en el suelo e inhiben las enzimas.,"La perturbación de factores bióticos y abióticos produce restricciones ambientales que pueden afectar temporal o indefinidamente la sensibilidad de descomposición. Cambia el entorno del suelo, lo que modifica los procesos.",Variación natural,Largo plazo,Local
Calidad del suelo,Atmósfera,Condiciones climáticas ,R,"El incremento observado en las temperaturas atmosféricas globales está correlacionado con eventos climáticos extremos. Los efectos no son uniformes alrededor del mundo, lo que causa una alta variabilidad en la respuesta de la atmósfera a los patrones climáticos cambiantes. Con generadores negativos crecientes y menor capacidad reguladora alrededor del mundo, la atmósfera es altamente susceptible a más patrones climáticos negativos en el futuro.",Alteración de reacciones bioquímicas y químicas.,"Las reacciones bioquímicas involucradas en los procesos de descomposición y fijación dependen de la temperatura y tienen una alta sensibilidad a la temperatura. Las temperaturas bajas causan tasas lentas de meteorización química y dependen de procesos físicos. El calor prefiere la meteorización química que la física, lo que lleva a una meteorización más profunda.",Acción humana,Largo plazo,Global
Calidad del suelo,Hábitats,Condiciones climáticas,R,"Las condiciones climáticas afectan a los hábitats en varias formas. El aumento de temperatura ha provocado, por ejemplo, cambios en la composición vegetal, mientras que los eventos climáticos extremos han afectado a los hábitats a nivel global. Por lo tanto,  se espera que las alteraciones de hábitats existentes aumentarán en los próximos 100 años con incrementos de temperatura y cambios de condiciones climáticas previstos.",Alteración de reacciones bioquímicas y químicas.,Las reacciones bioquímicas involucradas en los procesos de descomposición y fijación dependen de la temperatura y tienen una alta sensibilidad a la temperatura.,Acción humana,Corto-largo plazo,Global
Calidad del suelo,Suelos y sedimentos,Condiciones climáticas,A,"Los suelos y sedimentos pueden ser secados y reordenados por vientos fuertes. A medida que el suelo se seca, el crecimiento vegetal se reduce, lo que reduce la estabilidad de la capa superficial y lleva a erosión. La desertificación es una versión más extrema de este proceso, donde los suelos que pierden comunidades vegetales estables se vuelven inestables, y, por consiguiente, empiezan a alterarse. Por el contrario, los incrementos de precipitación pueden causar cambios en la textura y estructura del suelo, con aumentos de escorrentías que causan la reducción de la capa superior del suelo (que con frecuencia es la parte más productiva del suelo).",Alteración de reacciones bioquímicas y químicas.,"Las reacciones bioquímicas involucradas en los procesos de descomposición y fijación dependen de la temperatura y tienen una alta sensibilidad a la temperatura. Las temperaturas bajas causan tasas lentas de meteorización química y dependen de procesos físicos. El calor prefiere la meteorización química que la física, lo que lleva a una meteorización más profunda.",Acción humana,Largo plazo,Global
Calidad del suelo,Suelos y sedimentos,Condiciones climáticas,A,"Los suelos y sedimentos pueden ser secados y reordenados por vientos fuertes. A medida que el suelo se seca, el crecimiento vegetal se reduce, lo que reduce la estabilidad de la capa superficial y lleva a erosión. La desertificación es una versión más extrema de este proceso, donde los suelos que pierden comunidades vegetales estables se vuelven inestables, y, por consiguiente, empiezan a alterarse. Por el contrario, los incrementos de precipitación pueden causar cambios en la textura y estructura del suelo, con aumentos de escorrentías que causan la reducción de la capa superior del suelo (que con frecuencia es la parte más productiva del suelo).",Alteración de reacciones bioquímicas y químicas.,Las reacciones bioquímicas involucradas en los procesos de descomposición y fijación dependen de la temperatura y tienen una alta sensibilidad a la temperatura.,Acción humana,Corto-largo plazo,Global
Calidad del suelo,Especies ,Condiciones climáticas ,A,Los aumentos de temperatura y los eventos climáticos extremos producen impactos en los hábitats y en la composición de las especies. Se espera que las tendencias adversas continuarán con incrementos de temperaturas en los próximos 100 años.,Alteración de reacciones bioquímicas y químicas.,"Las reacciones bioquímicas involucradas en los procesos de descomposición y fijación dependen de la temperatura y tienen una alta sensibilidad a la temperatura. Las temperaturas bajas causan tasas lentas de meteorización química y dependen de procesos físicos. El calor prefiere la meteorización química que la física, lo que lleva a una meteorización más profunda.",Acción humana,Largo plazo,Global
Calidad del suelo,Especies ,Condiciones climáticas ,A,Los aumentos de temperatura y los eventos climáticos extremos producen impactos en los hábitats y en la composición de las especies. Se espera que las tendencias adversas continuarán con incrementos de temperaturas en los próximos 100 años.,Alteración de reacciones bioquímicas y químicas.,Las reacciones bioquímicas y químicas involucradas en los procesos de descomposición y fijación dependen de la temperatura y tienen una alta sensibilidad a la temperatura.,Acción humana,Corto-largo plazo,Global
Calidad del suelo,Agua,Condiciones climáticas ,R,"Las condiciones climáticas pueden afectar al agua en un sinnúmero de formas diferentes. Las variaciones en los patrones de lluvia causarán cambios de la calidad de agua que impactarán la producción de agua potable y la salud humana. Las temperaturas crecientes pueden aumentar la evaporación, lo que reduce la cantidad de agua en una determinada ubicación.",Alteración de reacciones bioquímicas y químicas.,"Las reacciones bioquímicas involucradas en los procesos de descomposición y fijación dependen de la temperatura y tienen una alta sensibilidad a la temperatura. El calor prefiere la meteorización química que la física, lo que lleva a una meteorización más profunda.",Acción humana,Largo plazo,Global
Calidad del suelo,Agua,Condiciones climáticas ,R,"Las condiciones climáticas pueden afectar el agua en un sinnúmero de formas diferentes. Las variaciones en los patrones de lluvia causarán cambios de la calidad de agua que impactarán en la producción de agua potable y en la salud humana. Las temperaturas crecientes pueden aumentar la evaporación, lo que reduce la cantidad de agua en una determinada ubicación.",Alteración de reacciones bioquímicas y químicas.,Las reacciones bioquímicas y químicas involucradas en los procesos de descomposición y fijación dependen de la temperatura y tienen una alta sensibilidad a la temperatura.,Acción humana,Corto-largo plazo,Global
Agua  superficial ,Agua,Sequías,R,"Las sequías reducen directamente la disponibilidad de agua y pueden afectar la calidad de agua especialmente cuando ocurren en áreas de bajos recursos hídricos. El número y la intensidad de las sequías han aumentado durante la década pasada, debido a la desertificación, la degradación del suelo y los incrementos poblacionales.","El cambio climático antropogénico está llevando a sequías más frecuentes y graves. Reducciones graves de los flujos de agua y alteraciones a las características geológicas de las masas de agua (por ejemplo, desecación de ríos enteros).",Disminución del suministro de aguas superficiales.,Acción humana,Largo plazo,Local-regional-global
Agua  superficial ,Agua,Modificación del hábitat ,R,La modificación de hábitats cambia el uso y la distribución del agua. Las presiones crecientes del desarrollo económico verán más cambios en los hábitats en el largo plazo.,Perturbación de flujos de agua naturales y sedimentación en captaciones que llevan a alteraciones geofísicas de masas de agua. El flujo de agua aumentará o disminuirá dependiendo de las condiciones locales.,"Aumento o disminución en el suministro de aguas superficiales. Si un volumen determinado de agua se retira para uso industrial y no se devuelve después, entonces el volumen total de aguas superficiales disminuirá por dicho volumen. Una mayor sedimentación   reduce la luz disponible a los animales, y lleva a floraciones de nutrientes y a la pérdida de oxígeno.",Acción humana,Corto plazo,Local
Agua  superficial ,Agua,Modificación del hábitat ,R,La modificación de hábitats cambia el uso y la distribución del agua. Las presiones crecientes del desarrollo económico verán más cambios en los hábitats en el largo plazo.,"El cambio climático antropogénico está llevando a disminuciones graves en los flujos de agua y a alteraciones de las características geológicas de las masas de agua (por ejemplo, desecación de ríos enteros).",Disminución del suministro de aguas superficiales.,Acción humana,Largo plazo,Local-regional-global
Agua  superficial ,Agua,Actividades industriales o domésticas,R,"La demanda de agua para actividades industriales o domésticas aumentará como resultado de las constantes presiones de desarrollo, salvo que los activos hídricos sean gestionados correctamente, lo que reducirá la cantidad de agua disponible para suministrar o apoyar otros servicios ecosistémicos. Se espera también que las actividades industriales o domésticas aumenten con el tiempo como respuesta al desarrollo económico y al crecimiento poblacional ? estas actividades seguirán teniendo un impacto en el agua.","La sobreutilización por humanos (para la agricultura, la generación de energía, otros fines no potables y demás industrias) llevan a la disminución del flujo y volumen del agua.","Disminución en el suministro de aguas superficiales. Salvo que el agua se devuelva en volúmenes iguales a las masas de agua luego de la extracción, entonces el volumen de aguas superficiales provisto por las masas de agua se reducirá por la cantidad que no se devuelve.",Acción humana,Corto plazo,Local
Agua  superficial ,Agua,Desprendimiento de tierras,R,"Las actividades de desprendimiento de tierras y erosión pueden causar que grandes cantidades de tierra y material orgánico ingresen a los cursos de agua, lo que disminuye la calidad de agua, suministro de agua y hábitats disponibles. ",Los cambios naturales en las características geomorfológicas locales de las masas de agua llevan al aumento o disminución de los volúmenes de flujo de agua y alteran la dirección del flujo.,Aumento o disminución en el suministro de aguas superficiales.,Variación natural ,Corto-largo plazo,Local-global
Agua  superficial ,Agua,Condiciones climáticas,R,"Las condiciones climáticas pueden afectar al agua en un sinnúmero de formas diferentes. Las variaciones en los patrones de lluvia causarán cambios de la calidad de agua que impactarán la producción de agua potable y la salud humana. Las temperaturas crecientes pueden aumentar la evaporación, lo que reduce la cantidad de agua en una determinada ubicación.","Esto afecta los flujos de agua a nivel de cuenca o de captación (es decir, aumento o disminución del volumen de agua que fluye a través de las masas de agua).",Aumento o disminución en el suministro de aguas superficiales.,Variación natural ,Corto plazo,Global
Ventilación ,Especies,Modificación del hábitat ,R,"La degradación de la calidad o cantidad de hábitats puede reducir el tamaño de las poblaciones y las tasas de crecimiento, y aumentar el cambio de los eventos de extinción locales.",Pérdida de vegetación terrestre y transpiración disminuye.,El efecto de enfriamiento y ventilación es perdido y el clima regional es alterado permanentemente.,Acción humana,Largo plazo,Local
Ventilación ,Especies,Cambios en la población,A,"Los cambios en la población en una especie pueden afectar la dinámica e interacciones de otras especies en las comunidades ecológicas. La susceptibilidad de las especies al cambio puede variar - por ejemplo, algunas especies son más resilientes a cambios en la dinámica poblacional que otras. Estas relaciones usualmente se describen a través de modelos, para los que existe un grado de incertidumbre.","Los factores de riesgo de extinción, que incluyen pérdida de hábitat e invasiones microbianas, llevan a la reducción de poblaciones microbianas y de la diversidad.",Disminuye la capacidad de los microorganismos de consumir compuestos orgánicos volátiles (COV) y ventilar aire interior.,Acción humana,Corto-largo plazo,Global
Ventilación ,Especies,Condiciones climáticas,A,Los aumentos de temperatura y los eventos climáticos extremos producen impactos en los hábitats y en la composición de las especies. Se espera que las tendencias adversas continuarán con incrementos de temperaturas en los próximos 100 años.,Puede llevar a cambios en la capacidad de una planta de mantenerse fresca.,Las plantas pueden secarse por transpiración excesiva inducida por aridez.,Variación natural ,Corto plazo,Local
Mantenimiento del flujo de agua ,Atmósfera ,Modificación del hábitat ,R,"La modificación de hábitats puede generar una extensa liberación de carbono (por ejemplo, deforestación mediante tala y quema) que contribuye >10% de emisiones de carbono a nivel global, que aumenta las temperaturas ambientales y superficiales y altera las corrientes circulatorias en la atmósfera. Con incrementos de la modificación de hábitats proyectados, se espera que la composición de gases atmosféricos y la variabilidad climática continúen durante los próximos 100 años.",Cambios en la forma cómo el agua fluye a través de los paisajes. ,Mayor o menor disponibilidad del agua a nivel local y de paisaje.,Acción humana,Corto plazo,Local
Mantenimiento del flujo de agua,Hábitats ,Modificación del hábitat ,R,"La modificación de hábitats impacta directamente a los hábitats: altera los paisajes y comunidades mediante la reducción de los tamaños poblacionales y fragmenta los rangos mediante la imposición de barreras físicas o biológicas a la dispersión. Sin embargo, los hábitats varían en resiliencia, por lo que los impactos difieren.",Cambios en la forma cómo el agua fluye a través de los paisajes.,Mayor o menor capacidad del agua a nivel local y de paisaje.,Acción humana,Corto plazo,Local
Mantenimiento del flujo de agua,Agua,Modificación del hábitat ,R,La modificación de hábitats cambia el uso y la distribución del agua. Las presiones crecientes del desarrollo económico verán más cambios en los hábitats en el largo plazo.,Cambios en la forma cómo el agua fluye a través de los paisajes.,Mayor o menor disponibilidad del agua a nivel local y de paisaje.,Acción humana,Corto plazo,Local
Mantenimiento del flujo de agua,Hábitats,Desprendimiento de tierras ,R,Los hábitats están sujetos cada vez más a cambios como resultado de los cambios geológicos inducidos por los flujos de masa. Los estudios han demostrado aumentos en la frecuencia y la intensidad de los procesos asociados debido a las actividades humanas. Los hábitats acuáticos de agua dulce y de pastizales son altamente susceptibles a la disrupción en los balances nutricionales y la calidad de agua que los flujos de masa producen.,Mayores o menores flujos de agua a través de los paisajes. ,Mayores o menores balances hídricos en los paisajes.  ,Variación natural ,Corto plazo,Local-regional
Mantenimiento del flujo de agua,Agua,Desprendimiento de tierras  ,R,"Las actividades de desprendimiento de tierras y erosión pueden causar que grandes cantidades de tierra y material orgánico ingresen a los cursos de agua, lo que disminuye la calidad de agua, el suministro de agua y los hábitats disponibles. ",Mayores o menores flujos de agua a través de los paisajes. ,Mayores o menores balances hídricos en los paisajes.  ,Variación natural ,Corto plazo,Local-regional
Mantenimiento del flujo de agua,Atmósfera ,Contaminación,R,"Las mediciones atmosféricas han demostrado aumentos constantes en las cantidades de gases de efecto invernadero (GEI), aerosoles y particulados durante los últimos 20 años como resultado de la contaminación y se espera que continúen, lo que altera las composiciones atmosféricas durante los próximos 100 años. Las disminuciones de la vegetación que filtran los servicios provistos por fotosíntesis y deposición seca, como resultado de la deforestación, han dejado a la atmósfera altamente susceptible a mayores aumentos. Estudios extensos han demostrado que los gases de efecto invernadero contribuyen al calentamiento global y al cambio climático.",Supresión de lluvias en áreas altamente contaminadas debido a una menor eficiencia de las nubes en liberar precipitaciones.,Menor balance hídrico y ciclo hidrológico alterado en áreas contaminadas. ,Acción humana,Corto plazo,Local
Mantenimiento del flujo de agua,Hábitats,Contaminación,A,"La contaminación puede causar cambios físicos y químicos a los hábitats, que reduce la capacidad de aprovisionamiento y, en consecuencia, impacta a las especies. Los hábitats tienen la capacidad de recuperarse de los impactos de contaminación si no están tan sobrecargados con contaminantes irreversibles, siendo importantes tanto el tipo de contaminación como el nivel de carga. Algunos hábitats son más resilientes a los efectos de la contaminación ? la relación normalmente está determinada por el contexto y depende del hábitat, pero también del tipo de contaminante.",Supresión de lluvias en áreas altamente contaminadas debido a una menor eficiencia de las nubes en liberar precipitaciones.,Menor balance hídrico y ciclo hidrológico alterado en áreas contaminadas.,Acción humana,Corto plazo,Local
Mantenimiento del flujo de agua,Agua,Contaminación,R,"La contaminación causa cambios graves en la calidad del agua, que tiene un efecto perjudicial en los ecosistemas acuáticos y aguas subterráneas, y puede ser una amenaza a la salud humana. Mayor industrialización y agricultura llevará a mayores instancias de incidentes de contaminación de fuente puntual y no puntual si no se implementan las salvaguardias adecuadas.",Alteraciones a los ciclos y balances de nutrientes como resultado de la contaminación debido a actividades humanas.,Menor calidad de los recursos hídricos.,Acción humana,Corto plazo,Global
Mantenimiento del flujo de agua,Agua,Contaminación,R,"La contaminación causa cambios graves en la calidad del agua, que tiene un efecto perjudicial en los ecosistemas acuáticos y aguas subterráneas, y puede ser una amenaza a la salud humana. Mayor industrialización y agricultura llevará a mayores instancias de incidentes de contaminación de fuente puntual y no puntual si no se implementan las salvaguardias adecuadas.",Supresión de lluvias en áreas altamente contaminadas debido a una menor eficiencia de las nubes en liberar precipitaciones.,Menor balance hídrico y ciclo hidrológico alterado en áreas contaminadas .,Acción humana,Corto plazo,Local
Mantenimiento del flujo de agua,Agua,Extracción del agua ,R,"La extracción de aguas reduce la cantidad de agua disponible para dar soporte a otros servicios ecosistémicos. Situaciones de desequilibrio entre demanda y disponibilidad de agua con frecuencia suceden en áreas con densidades poblacionales altas, combinado con baja precipitación, lo que origina agotamiento de cursos de agua, e intrusión de agua salada en acuíferos. Se espera que estos impactos empeoren en el largo plazo, a medida que la demanda siga aumentando.","Reducción en la cantidad de agua de los recursos naturales (por ejemplo, aguas superficiales y aguas subterráneas).",Los cambios en cuándo y dónde el agua regresa a la atmósfera afectan los balances hídricos locales y regionales y los patrones de lluvia.,Acción humana,Mediano plazo ,Local-regional
Mantenimiento del flujo de agua ,Atmósfera ,Condiciones climáticas,R,"El incremento observado en las temperaturas atmosféricas globales está correlacionado con eventos climáticos extremos. Los efectos no son uniformes alrededor del mundo, lo que causa una alta variabilidad en la respuesta de la atmósfera a los patrones climáticos cambiantes. Con generadores negativos crecientes y menor capacidad reguladora alrededor del mundo, la atmósfera es altamente susceptible a más patrones climáticos negativos en el futuro.",Más patrones de lluvia inestables e incrementos de temperatura global.,Aumentos o disminuciones en el balance hídrico a escala local y regional. ,Acción humana,Corto plazo,Global
Mantenimiento del flujo de agua ,Atmósfera ,Condiciones climáticas,R,"El incremento observado en las temperaturas atmosféricas globales está correlacionado con eventos climáticos extremos. Los efectos no son uniformes alrededor del mundo, lo que causa una alta variabilidad en la respuesta de la atmósfera a los patrones climáticos cambiantes. Con generadores negativos crecientes y menor capacidad reguladora alrededor del mundo, la atmósfera es altamente susceptible a más patrones climáticos negativos en el futuro.",Aumentos o disminuciones en la cantidad de lluvia y energía solar disponibles de manera local/regional.,Mayores o menores balances hídricos en los paisajes.,Variación natural,Corto plazo,Regional
Mantenimiento del flujo de agua ,Hábitats ,Condiciones climáticas,R,"Las condiciones climáticas afectan a los hábitats en varias formas. El aumento de temperatura ha provocado, por ejemplo, cambios en la composición vegetal, mientras que los eventos climáticos extremos han afectado a los hábitats a nivel global. Por lo tanto, se espera que las alteraciones de hábitats existentes aumentarán en los próximos 100 años con incrementos de temperatura y cambios de condiciones climáticas previstos.",Más patrones de lluvia inestables e incrementos en temperatura global.,Aumentos o disminuciones en el balance hídrico a escala local y regional. ,Acción humana,Corto plazo,Global
Mantenimiento del flujo de agua ,Hábitats ,Condiciones climáticas,R,"Las condiciones climáticas afectan a los hábitats en varias formas. El aumento de temperatura ha provocado, por ejemplo, cambios en la composición vegetal, mientras que los eventos climáticos extremos han afectado a los hábitats a nivel global. Por lo tanto, se espera que las alteraciones de hábitats existentes aumentarán en los próximos 100 años con aumentos de temperatura y cambios de condiciones climáticas previstos.",Aumentos o disminuciones en la cantidad de lluvia y energía solar disponibles de manera local/regional.,Mayores o menores balances hídricos en los paisajes.,Variación natural,Corto plazo,Regional
Mantenimiento del flujo de agua ,Agua ,Condiciones climáticas,R,"Las condiciones climáticas pueden afectar al agua en un sinnúmero de formas diferentes. Las variaciones en los patrones de lluvia causarán cambios de la calidad de agua que impactarán la producción de agua potable y la salud humana. Las temperaturas crecientes pueden aumentar la evaporación, lo que reduce la cantidad de agua en una determinada ubicación.",Más patrones de lluvia inestables e incrementos de temperatura global.,Aumentos o disminuciones en el balance hídrico a escala local y regional. ,Acción humana,Corto plazo,Global
Mantenimiento del flujo de agua ,Agua ,Condiciones climáticas,R,"Las condiciones climáticas pueden afectar al agua en un sinnúmero de formas diferentes. Las variaciones en los patrones de lluvia causarán cambios de la calidad del agua que impactarán la producción de agua potable y la salud humana. Las temperaturas crecientes pueden aumentar la evaporación, lo que reduce la cantidad de agua en una determinada ubicación.",Aumentos o disminuciones en la cantidad de lluvia y energía solar disponibles de manera local/regional.,Mayores o menores balances hídricos en los paisajes.,Variación natural,Corto plazo,Regional
Calidad del agua ,Especies,Sequías ,A,Las especies son altamente susceptibles a las sequías ya que la mayoría depende de los recursos hídricos para sobrevivir. Se ha observado que las sequías han aumentaro la frecuencia e intensidad durante los últimos 60 años y se espera que aumenten durante los próximos 100.,Aumentos en los nutrientes y cambios en la composición química de las masas de agua dulce. Alteraciones físicas de turbidez y flujo de agua.,Mayores nutrientes y/o químicos pueden afectar a la condición química del agua dulce.,Acción humana,Corto plazo,Regional
Calidad del agua ,Agua ,Sequías ,R,"Las sequías reducen directamente la disponibilidad de agua y pueden afectar la calidad de agua especialmente cuando ocurren en áreas de bajos recursos hídricos. El número y la intensidad de las sequías han aumentado durante la década pasada debido a la desertificación, la degradación del suelo y los incrementos poblacionales.",Aumentos en los nutrientes y cambios en la composición química de las masas de agua dulce. Alteraciones físicas de turbidez y flujo de agua.,Mayores nutrientes y/o químicos pueden afectar a la condición química del agua dulce.,Acción humana,Corto plazo,Regional
Calidad del agua ,Especies,Especies invasoras,A,"Las especies invasoras pueden desplazar a las especies indígenas, restructurando comunidades y causando cambios evolutivos. Las especies invasoras pueden, sin embargo, favorecer también a las especies nativas a través de la modificación de los hábitats (al actuar como ingenieros de hábitats), la polinización, la liberación de competidores y la liberación de depredadores.",Alteración de las propiedades químicas de masas de agua salada.,Menor calidad química del agua salada.,Acción humana,Corto plazo,Local
Calidad del agua ,Especies,Especies invasoras,A,"Las especies invasoras pueden desplazar a las especies indígenas, restructurando comunidades y causando cambios evolutivos. Las especies invasoras pueden, sin embargo, favorecer también a las especies nativas a través de la modificación de los hábitats (al actuar como ingenieros de hábitats), la polinización, la liberación de competidores y la liberación de depredadores.",Balances químicos alterados de las masas de agua dulce y competencia con las especies nativas. ,"Menor condición química de aguas dulces como resultado de una menor diversidad de especies, pérdida de especies nativas y cambios en los balances químicos y de nutrientes.",Acción humana,Corto plazo,Local-regional
Calidad del agua ,Agua ,Especies invasoras,R,"La calidad y cantidad de agua están afectadas por la flora y fauna que viven en hábitats acuáticos o cerca de ellos ? y las especies invasoras competitivas introducidas en los sistemas de agua pueden afectar las interacciones, lo que resulta en disminuciones de las especies nativas y degradación de la calidad de agua. Los incrementos de movimiento humano y el transporte de mercadería verán aumentos en los brotes de especies invasoras.",Alteración de las propiedades químicas de masas de agua salada.,Menor calidad química del agua salada.,Acción humana,Corto plazo,Local
Calidad del agua ,Agua,Especies invasoras,R,"La calidad y cantidad de agua están afectadas por la flora y fauna que vive en hábitats acuáticos o cerca de ellos ? y las especies invasoras competitivas introducidas en los sistemas de agua pueden afectar las interacciones, lo que resulta en disminuciones de las especies nativas y degradación de la calidad de agua. Los incrementos de movimiento humano y el transporte de mercadería verán aumentos en los brotes de especies invasoras.",Balances químicos alterados de las masas de agua dulce y competencia con las especies nativas.,"Menor condición química de aguas dulces como resultado de una menor diversidad de especies, pérdida de especies nativas y cambios en los balances químicos y de nutrientes.",Acción humana,Corto plazo,Local-regional
Calidad del agua ,Especies,Acidificación de los océanos ,R,"La acidificación de los océanos daña el crecimiento de muchas especies marinas, tales como corales y plancton. Esto reduce enormemente las principales fuentes de alimentos en el mundo que causa impactos devastadores en especies marinas y especies marino dependientes. Las mediciones y modelos indican que se prevé que los niveles mundiales de pH oceánico serán un 170% más ácidos para el año 2100. En consecuencia, todas las especies marinas serán impactadas negativamente en los próximos 100 años bajo las tendencias actuales de acidificación.",Menor capacidad de las especies de absorber nutrientes.,Menor calidad química del agua salada.,Acción humana,Corto plazo,Global
Calidad del agua ,Agua ,Acidificación de los océanos ,R,La acidificación de los océanos  cambia directamente la calidad de agua en los océanos y su capacidad para apoyar una serie de servicios ecosistémicos.,Menor capacidad de las especies de absorber nutrientes.,Menor calidad química del agua salada.,Acción humana,Corto plazo,Global
Calidad del agua ,Agua ,Corriente y circulación oceánicas,V,"Las corrientes y circulación oceánicas afectan a los recursos hídricos provistos por los océanos. La salinidad y la temperatura determinan la densidad del agua oceánica, y la densidad influye en la circulación. El impacto de corrientes oceánicas en los activos hídricos es relativamente menor y variará por ubicación. Se prevé que el crecimiento poblacional y los impactos del cambio climático producirán un mayor impacto en los activos hídricos. El impacto de corrientes oceánicas en los activos hídricos es relativamente menor y variará por ubicación. Hay una baja incertidumbre en esta relación.",Cambios repentinos en los balances químicos y pH.,Variaciones en la condición química del agua salada. La magnitud del efecto de esta variación es menor ya que los sistemas están adaptados para tolerarlos.,Variación natural ,Corto plazo,Global
